"PackageName","ProcedureCall","Modules","Methods","ReadObjects","WriteObjects","ReplacementAction","TargetPackage","ReplacementRationale","TransitionRule"
"PKG_AD","PKG_AD.P_GET_AUDIT_EMP","AD","GetAuditEmployees","T_AUDIT_EMP","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_UPDATE_AUDIT_EMP","AD","UpdateAuditEmployee","","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_AUDIT_MANPOWER","AD","GetAuditManpower","T_AUDIT_EMP","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_UPDATE_AUDIT_MANPOWER","AD","UpdateAuditManpower","","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_AUDIT_BUDGET","AD","GetAuditBudget","","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_UPDATE_AUDIT_BUDGET","AD","UpdateAuditBudget","","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_HR_RANK","AD","GetHrRanks","V_HR_RANK","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_HR_DESIGNATION","AD","GetHrDesignations","V_HR_DESIGNATIONS","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_HR_POSTING","AD","GetHrPosting","T_AUDITEE_ENTITIES","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_QUALIFICATION","AD","GetQualifications","V_HR_QUALIFICATIONS","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_QUALIFICATION_SPECIALIZATION","AD","GetQualificationSpecialization","V_HR_QUALIFICATIONS","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_CERTIFICATION","AD","GetCertifications","V_HR_RANK","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_GL_HEADS","AD","GetGLHeads","","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_INSERT_PUBLIC_HOLIDAY","AD","AddPublicHoliday","DATE; TBL_PUBLIC_HOLIDAYS","TBL_PUBLIC_HOLIDAYS","split","pkg_entity + pkg_master","PKG_AD mixes security, setup, entity, checklist, and reversal logic and should be split by module.","Decompose into module-bound procedures before IAS_ZTBL go-live."
"PKG_AD","PKG_AD.P_GET_PUBLIC_HOLIDAYS","AD","GetAllPublicHolidays","TBL_PUBLIC_HOLIDAYS","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_PUBLIC_HOLIDAY_DAY","AD","CheckIfHolidayOrWeekend","TBL_PUBLIC_HOLIDAYS","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_VERSION_HISTORY","AD","GetAllVersionHistory","T_IAS_VERSION_HISTORY","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_ADD_VERSION_HISTORY","AD","AddVersionHistory","","T_IAS_VERSION_HISTORY; AN","split","pkg_admin + pkg_execution + pkg_planning","PKG_AD mixes security, setup, entity, checklist, and reversal logic and should be split by module.","Decompose into module-bound procedures before IAS_ZTBL go-live."
"PKG_AD","PKG_AD.P_UPDATE_VERSION_HISTORY","AD","UpdateVersionHistory","","T_IAS_VERSION_HISTORY","split","pkg_admin + pkg_execution + pkg_planning","PKG_AD mixes security, setup, entity, checklist, and reversal logic and should be split by module.","Decompose into module-bound procedures before IAS_ZTBL go-live."
"PKG_AD","PKG_AD.P_GET_ROLE_DASHBOARD_PAGES","AdminCatalog","GetRoleDashboardPages","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_ROLE_DASHBOARD_CONFIG","AdminCatalog","GetRoleDashboardConfig","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_DASHBOARD_QUICK_LINKS","AdminCatalog","GetDashboardQuickLinks","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES; T_USER_GROUP_MAP","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_MAINT_ROLE_DASHBOARD_PAGE","AdminCatalog","MaintainRoleDashboardPage","","T_ROLE_DASHBOARD_PAGES","split","pkg_sec + pkg_admin","PKG_AD mixes security, setup, entity, checklist, and reversal logic and should be split by module.","Decompose into module-bound procedures before IAS_ZTBL go-live."
"PKG_AD","PKG_AD.P_GET_API_MASTER","AdminCatalog","GetApiMasterList","T_AU_API_MASTER","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_GET_ALL_CONTROLLER","AdminCatalog","GetApiMasterControllerNames","T_AU_API_MASTER","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_CHECK_API_UNIQUE","AdminCatalog","ApiPathExists","T_AU_API_MASTER","","wrap","pkg_sec / pkg_admin / pkg_entity","Read-only admin/setup procedures can be wrapped while new IAS_ZTBL tables are phased in.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AD","PKG_AD.P_MAINT_API_MASTER","AdminCatalog","MaintainApiMaster","","T_AU_API_MASTER","split","pkg_sec + pkg_admin","PKG_AD mixes security, setup, entity, checklist, and reversal logic and should be split by module.","Decompose into module-bound procedures before IAS_ZTBL go-live."
"PKG_AE","PKG_AE.P_GETCOSORISKS","AE","GetCOSORisks","T_COSO_RISK","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETASSIGNEDOBSERVATIONS","AE","GetAssignedObservations","T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_TEXT","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETOBSERVATIONTEXT","AE","GetObservationText","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION","T_AU_ACTIVITY_LOG","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AR","PKG_AR.P_GETOBSERVATIONSAUDITEERESPONSE","AE","GetObservationText","T_AU_OBSERVATIONS_AUDITEE_RESPONSE","","wrap","pkg_execution / pkg_observation","Read-side execution procedures can be wrapped during IAS_ZTBL cutover.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AR","PKG_AR.P_GET_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES","AE","GetObservationText","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES","","wrap","pkg_execution / pkg_observation","Read-side execution procedures can be wrapped during IAS_ZTBL cutover.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETOBSERVATIONRESPONSIBLE","AE; ObservationPdf","GetObservationPrintResponsibilities; GetObservationResponsiblePPNOs","V_GET_AUDITEE_PP_RESPONSIBILITY; V_SERVICE_EMPLOYEEINFO","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE","AE","ResponseAuditObservation","T_AU_ACTIVITY_LOG; T_AU_OBSERVATIONS_AUDITEE_RESPONSE","T_AU_ACTIVITY_LOG; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATION","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_AUDITEE_OBSERVATION_RESPONSE_EVIDENCES","AE","ResponseAuditObservation","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES; HERE","T_AU_OBSERVATIONS_AUDITEE_EVIDENCES","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_GETAUDITEEOLDPARAS","AE","GetAuditeeOldParas","T_AU_ACTIVITY_LOG; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_CONTROL_VIOLATION; T_CONTROL_VIOLATION_SUB; T_COSO_RISK","T_AU_ACTIVITY_LOG","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_GETOLDPARAMANAGEMENT","AE","GetOldParasManagement","","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_UPDATEOLDPARAMANAGEMENT","AE","AddOldParasCADReply","T_AU_REMARKS; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_UPDATEAUDITEEOLDPARASRESPONSE","AE","AddOldParasCADCompliance","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE; T_AU_REMARKS","T_AU_OBSERVATION_OLD_CAD_PARAS_RESPONSE; T_AU_OBSERVATION_OLD_CAD_PARAS","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_GETAUDITEEASSIGNEDENTITIES","AE","GetAuditeeAssignedEntities","T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PERIOD; T_AU_OBSERVATION_ASSIGNEDTO","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETCCQSENTITIES","AE","GetCCQsEntities","T_AU_CCQ; T_AUDITEE_ENTITIES; T_USER","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE","AE","GetParasForComplianceByAuditee","V_GET_AIS_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_MAPING_COM","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETPARASFORCOMPLIANCEREVIEW ","AE","GetParasForReviewComplianceByAuditee","","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETPARASFORCOMPLIANCEBYAUDITEE_TEXT","AE","GetParaComplianceText","T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETPARASFORCOMPLIANCEFORHISTORY","AE","GetOldParasComplianceCycleText","AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE; T_AU_OBSERVATION_FAD; T_AU_OBSERVATION_TEXT; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION_OLD_CAD_PARAS_TEXT","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETPOSTAUDITCOMPLIANCE_EVIDENCE_FILEDATA","AE","GetPostComplianceEvidenceData","AIS_T_AU_POST_COMPLIANCE_EVIDENCE","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETPOSTAUDITCOMPLIANCE_EVIDENCE_FILEDATA_CAU","AE","GetCAUParasPostComplianceEvidenceData","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETAUDITEEOLDPARASFADTEXT_REF","AE","GetOldParasBranchComplianceTextRef","","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETAUDITEEOLDPARASFADTEXT_REVIEWER","AE","GetOldParasBranchComplianceTextForZone","","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETAUDITEEOLDPARASFADTEXT_REVIEWER_REF","AE","GetOldParasBranchComplianceTextForZoneRef","","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE","AE","SubmitPostAuditCompliance","V_GET_AIS_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_MAPING_COM; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES; T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE_HISTORY; T_GROUPS; DUAL","T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE_HISTORY","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_EVIDENCE","AE","SubmitPostAuditCompliance","AIS_T_AU_POST_COMPLIANCE_TEXT; AIS_T_AU_POST_COMPLIANCE_EVIDENCE","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_ARCHIVE; AIS_T_AU_POST_COMPLIANCE_EVIDENCE","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_REVIEW","AE","SubmitPostAuditComplianceReview","V_GET_AIS_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_COM; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENT_TYPES; T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE_HISTORY; T_GROUPS; DUAL","T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; T_AU_OBSERVATION; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE_HISTORY","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_GETOLDPARASFORREVIEWER","AE","GetOldParasForReviewer","","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETOLDPARASFORREVIEWER_REF","AE","GetOldParasForReviewerRef","","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_ADDOLDPARASREVIEWER","AE","AddOldParasComplianceReviewer","","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_ADDOLDPARASREPLY","AE","AddOldParasReply","","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETAUDITEEALLPARASFAD","AE","GetOldParasBranchComplianceTextupdate","T_AU_ACTIVITY_LOG; T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; V_GET_P_GETAUDITEEOLDPARASFAD_REF","T_AU_ACTIVITY_LOG","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_GET_V_AUDITEE_PARAS_COMPLIANCE_HISTORY_AUDITEE_TEXT","AE","GetComplianceTextAuditee","","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETPARASFORCOMPLIANCEHISTORY","AE","GetComplianceHistory","AIS_T_AU_POST_COMPLIANCE_HISTORY; V_SERVICE_EMPLOYEEINFO","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETPARASFORCOMPLIANCEBYCAU","AE","GetCAUParasForPostCompliance","AIS_T_AU_POST_COMPLIANCE; T_AUDITEE_ENTITIES_MAPING","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETREALTIONSHIPTYPEFORCAU","AE","GetrealtionshiptypeForCAU","T_AUDITEE_ENT_RELATION","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETPARENTREPOFFICEFORCAU","AE","GetParentRelationshipForCAU","T_AUDITEE_ENTITIES; T_AUDITEE_ENT_RELATION","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETCHILDPOSTINGFORCAU","AE","GetChildRelationshipForCAU","V_GET_PARENT_OFFICE; T_AUDITEE_ENT_TYPES","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_FORWARD_CAU_PARA_TO_BRANCH","AE","SubmitCAUParaToBranch","T_AUDITEE_ENTITIES; T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU; DUAL","T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_GETPARASFORCOMPLIANCE_CAU_PARA_TEXT","AE","GetCAUParaToBranchParaText","AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU; T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_TEXT; T_AU_OBSERVATION_TEXT","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETPARASFORCOMPLIANCEBYCAU_BY_BRANCH","AE","GetCAUParasForPostComplianceSubmittedToBranch","AIS_T_AU_POST_COMPLIANCE; T_AUDITEE_ENTITIES; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_BY_BRANCH","AE","SubmitCAUParaByBranch","T_USER; T_USER_MAPING; T_AU_ACTIVITY_LOG; DUAL","T_AU_ACTIVITY_LOG; AIS_T_AU_POST_COMPLIANCE; AIS_T_AU_POST_COMPLIANCE_TEXT_CAU","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_SUBMITPOSTAUDITCOMPLIANCE_EVIDENCE_BY_BRANCH","AE","SubmitCAUParaByBranch","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU; AIS_T_AU_POST_COMPLIANCE_TEXT","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU","redesign","pkg_compliance","Auditee response and post-compliance writes must move to the normalized compliance model.","Rebuild directly on IAS_ZTBL normalized tables and retire legacy DML path at cutover."
"PKG_AE","PKG_AE.P_GETPARASFORCOMPLIANCEBYCAU_FOR_REVIEW","AE","GetCAUParasForPostComplianceForReview","AIS_T_AU_POST_COMPLIANCE","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AE","PKG_AE.P_GETALLCOMPLIANCE_EVIDENCE_CAU","AE","GetCAUAllComplianceEvidence","AIS_T_AU_POST_COMPLIANCE_EVIDENCE_CAU","","wrap","pkg_compliance","Read-side compliance procedures can be wrapped during migration.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AR","PKG_AR.P_GET_AUDITEE_SUBMISSION_LIST","AR","GetAuditEntitiesForOtherEntitySelection","T_AUDITEE_ENTITIES","","wrap","pkg_execution / pkg_observation","Read-side execution procedures can be wrapped during IAS_ZTBL cutover.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AR","PKG_AR.P_GETRISKGROUP","AR","GetRiskGroup","T_R_GROUP","","wrap","pkg_execution / pkg_observation","Read-side execution procedures can be wrapped during IAS_ZTBL cutover.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AR","PKG_AR.P_GETRISKSUBGROUP","AR","GetRiskSubGroup","T_R_SUB_GROUP; T_R_GROUP","","wrap","pkg_execution / pkg_observation","Read-side execution procedures can be wrapped during IAS_ZTBL cutover.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AR","PKG_AR.P_GETRISKACTIVITIES","AR","GetRiskActivities","T_R_ACTIVITY; T_R_SUB_GROUP","","wrap","pkg_execution / pkg_observation","Read-side execution procedures can be wrapped during IAS_ZTBL cutover.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AR","PKG_AR.P_GETAUDITVOILATIONCATS","AR","GetAuditVoilationcats","T_CONTROL_VIOLATION","","wrap","pkg_execution / pkg_observation","Read-side execution procedures can be wrapped during IAS_ZTBL cutover.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AR","PKG_AR.P_GETVOILATIONSUBGROUP","AR","GetVoilationSubGroup","T_CONTROL_VIOLATION; T_CONTROL_VIOLATION_SUB","","wrap","pkg_execution / pkg_observation","Read-side execution procedures can be wrapped during IAS_ZTBL cutover.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AR","PKG_AR.P_GETTASKLIST","AR","GetTaskList","T_AU_AUDIT_TEAM_TASKLIST; T_AU_AUDIT_TEAMS; T_AU_AUDIT_TEAM_TASKLIST_STATUS; T_AU_TEAM_MEMBERS; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES; T_AU_AUDIT_JOINING; T_AU_PERIOD; T_AUDITEE_ENTITIES_MAPING","","wrap","pkg_execution / pkg_observation","Read-side execution procedures can be wrapped during IAS_ZTBL cutover.","Expose through an adapter/facade and block new direct controller dependencies."
"PKG_AR","PKG_AR.P_GETJOININGDETAILS","AR","GetJoiningDetails","T_AU_AUDIT_TEAM_TASKLIST; T_AU_PLAN_ENG; T_AU_PLAN; T_AUDITEE_ENTITIES; T_AU_PERIOD; T_AU_TEAM_MEMBERS; T_AU_AUDIT_TEAMS; T_RISK; T_AUDITEE_ENTITIES_SIZE_DISC","","wrap","pkg_execution / pkg_observation","Read-side execution procedures can be wrapped during IAS_ZTBL cutover.","Expose through an adapter/facade and block new direct controller dependencies."
