"OldTable","OldColumn","LegacyDataType","NewTable","NewColumn","TargetAvailability","TransformationRule","MandatoryDefaultRule","HistoryStrategy","MigrationDependency","MappingConfidence","Notes"
"T_AUDIT_CHECKLIST_ANNEXURE","MAX_NUMBER","NUMBER","tbl_checklist_annexure","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Annexure mapping requires DDL extension."
"T_AUDIT_CHECKLIST_ANNEXURE","WEIGHTAGE","NUMBER","tbl_checklist_annexure","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Annexure mapping requires DDL extension."
"T_AUDIT_CHECKLIST_ANNEXURE","GRAVITY","NUMBER","tbl_checklist_annexure","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Annexure mapping requires DDL extension."
"T_AUDIT_CHECKLIST_ANNEXURE","RISK","NUMBER","tbl_checklist_annexure","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Annexure mapping requires DDL extension."
"T_AUDIT_CHECKLIST_ANNEXURE","CO_FUNCTION_1","NUMBER","tbl_checklist_annexure","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Annexure mapping requires DDL extension."
"T_AUDIT_CHECKLIST_ANNEXURE","CO_FUNCTION_2","NUMBER","tbl_checklist_annexure","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Annexure mapping requires DDL extension."
"T_AUDIT_CHECKLIST_ANNEXURE","FUNCTION","NUMBER","tbl_checklist_annexure","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Annexure mapping requires DDL extension."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","ID","NUMBER","tbl_observation_reference","observation_reference_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Medium","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","DIVISION_ENT_ID","NUMBER","tbl_observation_reference","observation_reference_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Medium","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","REFERENCE_TYPE_ID","NUMBER","tbl_observation_reference","observation_reference_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Medium","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","REFERENCE_TYPE","CHAR","tbl_observation_reference","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Low","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","INSTRUCTIONSDETAILS","VARCHAR2","tbl_observation_reference","detail_text","ExistingTableRequiredColumn","Load long text into normalized CLOB detail field.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Low","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","KEYWORDS","VARCHAR2","tbl_observation_reference","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Low","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","REDIRECTEDPAGE","VARCHAR2","tbl_observation_reference","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Low","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","DIVISION","VARCHAR2","tbl_observation_reference","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Low","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","INSTRUCTIONSTITLE","VARCHAR2","tbl_observation_reference","heading_text","ExistingTableRequiredColumn","Load descriptive heading into normalized heading/title field.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Low","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","INSTRUCTIONSDATE","DATE","tbl_observation_reference","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Low","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_CIRCULAR","DOCTYPE","VARCHAR2","tbl_observation_reference","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires tbl_entity migration and entity-code crosswalk.","Low","Checklist circular linkage."
"T_AUDIT_CHECKLIST_ANNEXURE_MAPPING","ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_ANNEXURE_MAPPING","ANNEX","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_ANNEXURE_MAPPING","PROCESS_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_ANNEXURE_PROCESS","ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_ANNEXURE_PROCESS","HEADING","VARCHAR2","REVIEW_REQUIRED","heading_text","ReviewRequired","Load descriptive heading into normalized heading/title field.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_ANNEXURE_PROCESS","AUDIT_COMMENTS","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_ANNEXURE_PROCESS","AUTOMATION","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_ANNEXURE_PROCESS","MONITORING","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS","ID","NUMBER","tbl_checklist_item","checklist_item_id","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","S_ID","NUMBER","tbl_checklist_item","checklist_item_id","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","HEADING","VARCHAR2","tbl_checklist_item","heading_text","ExistingTableRequiredColumn","Load descriptive heading into normalized heading/title field.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","V_ID","NUMBER","tbl_checklist_item","checklist_item_id","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","RISK_ID","NUMBER","tbl_checklist_item","risk_rating_id","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","ROLE_RESP_ID","NUMBER","tbl_checklist_item","checklist_item_id","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","PROCESS_OWNER_ID","NUMBER","tbl_checklist_item","checklist_item_id","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","STATUS","VARCHAR2","tbl_checklist_item","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","OWNER_ENITITY_ID","NUMBER","tbl_checklist_item","checklist_item_id","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","ANNEX","NUMBER","tbl_checklist_item","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","SBP_CIRCULAR_ID","NUMBER","tbl_checklist_item","checklist_item_id","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS","ZTBL_CIRCULAR_ID","NUMBER","tbl_checklist_item","checklist_item_id","ExistingTableRequiredColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist detail item."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","S_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","V_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","RISK_ID","NUMBER","REVIEW_REQUIRED","risk_rating_id","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","ROLE_RESP_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","PROCESS_OWNER_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","OWNER_ENITITY_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","ANNEX","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_D_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_S_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_V_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_HEADING","VARCHAR2","REVIEW_REQUIRED","heading_text","ReviewRequired","Load descriptive heading into normalized heading/title field.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_RISK_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_ROLE_RESP_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_PROCESS_OWNER_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_OWNER_ENITITY_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_ANNEX","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","STATUS","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","UPDATED_ON","DATE","REVIEW_REQUIRED","modified_on","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","SBP_CIRCULAR_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","ZTBL_CIRCULAR_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_SBP_CIRCULAR_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_CHANGE","N_ZTBL_CIRCULAR_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAILS_LOG","ID","NUMBER","tbl_workflow_event","workflow_event_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","WorkflowEvent","Requires parent table load order and surrogate key crosswalk.","Medium","Operational history/log normalized into workflow events unless a dedicated history table exists."
"T_AUDIT_CHECKLIST_DETAILS_LOG","S_ID","NUMBER","tbl_workflow_event","workflow_event_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","WorkflowEvent","Requires parent table load order and surrogate key crosswalk.","Medium","Operational history/log normalized into workflow events unless a dedicated history table exists."
"T_AUDIT_CHECKLIST_DETAILS_LOG","T_ID","NUMBER","tbl_workflow_event","workflow_event_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","WorkflowEvent","Requires parent table load order and surrogate key crosswalk.","Medium","Operational history/log normalized into workflow events unless a dedicated history table exists."
"T_AUDIT_CHECKLIST_DETAILS_LOG","STATUS_ID","NUMBER","tbl_workflow_event","status_id","ExistingTableRequiredColumn","Map legacy status identifier/text to normalized lookup.","Use IAS_ZTBL default if legacy value is null.","WorkflowEvent","Requires status/lookup normalization register and lookup load order.","Medium","Operational history/log normalized into workflow events unless a dedicated history table exists."
"T_AUDIT_CHECKLIST_DETAILS_LOG","USER_ID","NUMBER","tbl_workflow_event","workflow_event_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","WorkflowEvent","Requires parent table load order and surrogate key crosswalk.","Medium","Operational history/log normalized into workflow events unless a dedicated history table exists."
"T_AUDIT_CHECKLIST_DETAILS_LOG","USER_ENTITY","NUMBER","tbl_workflow_event","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","WorkflowEvent","Requires parent table load order and surrogate key crosswalk.","Low","Operational history/log normalized into workflow events unless a dedicated history table exists."
"T_AUDIT_CHECKLIST_DETAILS_LOG","CREATED_ON","DATE","tbl_workflow_event","created_on","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","WorkflowEvent","Requires parent table load order and surrogate key crosswalk.","Medium","Operational history/log normalized into workflow events unless a dedicated history table exists."
"T_AUDIT_CHECKLIST_DETAILS_LOG","COMMENTS","VARCHAR2","tbl_workflow_event","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","WorkflowEvent","Requires parent table load order and surrogate key crosswalk.","Low","Operational history/log normalized into workflow events unless a dedicated history table exists."
"T_AUDIT_CHECKLIST_DETAILS_LOG","D_ID","NUMBER","tbl_workflow_event","workflow_event_id","ExistingTableExistingColumn","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","WorkflowEvent","Requires parent table load order and surrogate key crosswalk.","Medium","Operational history/log normalized into workflow events unless a dedicated history table exists."
"T_AUDIT_CHECKLIST_DETAIL_DUPLICATE","CHECKLIST","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAIL_DUPLICATE","CHECKLIST_REPLACEMENT","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_DETAIL_DUPLICATE","STATUS","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_MERGER","C_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_MERGER","M_CID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_MERGER","STATUS","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB","S_ID","NUMBER","tbl_checklist_sub_item","checklist_sub_item_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist sub-item requires DDL extension."
"T_AUDIT_CHECKLIST_SUB","T_ID","NUMBER","tbl_checklist_sub_item","checklist_sub_item_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Medium","Checklist sub-item requires DDL extension."
"T_AUDIT_CHECKLIST_SUB","HEADING","VARCHAR2","tbl_checklist_sub_item","heading_text","RequiredTable","Load descriptive heading into normalized heading/title field.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Checklist sub-item requires DDL extension."
"T_AUDIT_CHECKLIST_SUB","ENTITY_TYPE","NUMBER","tbl_checklist_sub_item","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Checklist sub-item requires DDL extension."
"T_AUDIT_CHECKLIST_SUB","STATUS","VARCHAR2","tbl_checklist_sub_item","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Checklist sub-item requires DDL extension."
"T_AUDIT_CHECKLIST_SUB","WEIGHT_ASSIGNED","VARCHAR2","tbl_checklist_sub_item","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Checklist sub-item requires DDL extension."
"T_AUDIT_CHECKLIST_SUB","RISK_SEQUENCE","NUMBER","tbl_checklist_sub_item","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","CurrentState","Requires parent table load order and surrogate key crosswalk.","Low","Checklist sub-item requires DDL extension."
"T_AUDIT_CHECKLIST_SUB_CHANGE","S_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_CHANGE","T_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"T_AUDIT_CHECKLIST_SUB_CHANGE","N_T_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
