JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:1230,AIS\Views\CAU\workflow.cshtml:50,loadCommercialAuditArpsePacEntries,/ApiCalls/get_commercial_audit_arpse_pac_entries,GET,ApiCalls.get_commercial_audit_arpse_pac_entries,arpse_id,arpse_id,GetCommercialAuditArpsePacEntries,PKG_COMMERCIAL_AUDIT.P_GET_ARPSE_PAC_ENTRIES,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: PKG_COMMERCIAL_AUDIT.P_GET_ARPSE_PAC_ENTRIES","Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:1355,AIS\Views\CAU\workflow.cshtml:50,saveCommercialAuditArpseDacEntry,/ApiCalls/save_commercial_audit_arpse_dac_entry,POST,ApiCalls.save_commercial_audit_arpse_dac_entry,model,,SaveCommercialAuditArpseDacEntry,PKG_COMMERCIAL_AUDIT.P_SAVE_ARPSE_DAC,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: PKG_COMMERCIAL_AUDIT.P_SAVE_ARPSE_DAC",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_CAU_commercial_audit.js:1426,AIS\Views\CAU\workflow.cshtml:50,saveCommercialAuditArpsePacEntry,/ApiCalls/save_commercial_audit_arpse_pac_entry,POST,ApiCalls.save_commercial_audit_arpse_pac_entry,model,,SaveCommercialAuditArpsePacEntry,PKG_COMMERCIAL_AUDIT.P_SAVE_ARPSE_PAC,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: PKG_COMMERCIAL_AUDIT.P_SAVE_ARPSE_PAC",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Dashboard_annex_wise_obs.js:116,AIS\Views\Dashboard\annex_wise_obs.cshtml:166,getParaViewerDetails,/ApiCalls/get_analysis_detail_paras,POST,ApiCalls.get_analysis_detail_paras,PROCESS_ID,PROCESS_ID,GetAnalysisDetailPara,pkg_bac.P_CIA_ANALYSIS_DETAILS_PARA,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=Yes,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Dashboard_annex_wise_obs.js:140,AIS\Views\Dashboard\annex_wise_obs.cshtml:166,getParaSummaryDetails,/ApiCalls/get_analysis_summary_paras,POST,ApiCalls.get_analysis_summary_paras,PROCESS_ID,PROCESS_ID,GetAnalysisSummaryPara,pkg_bac.P_CIA_ANALYSIS_SUMMARY,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=Yes,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Engagement_change_request.js:5,AIS\Views\Engagement\change_request.cshtml:49,,/Reports/Get_Glhead_Sub_Details,POST,,,gl_code,,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js:42,AIS\Views\Engagement\engagement_plan.cshtml:302; AIS\Views\Planning\Partials\_EngagementPlanReplica.cshtml:298,ShowDepartmentAuditPeriods,/Planning/audit_periods,POST,,,"dept_code, option",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js:120,AIS\Views\Engagement\engagement_plan.cshtml:302; AIS\Views\Planning\Partials\_EngagementPlanReplica.cshtml:298,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Engagement_engagement_plan.js:120,AIS\Views\Engagement\engagement_plan.cshtml:302; AIS\Views\Planning\Partials\_EngagementPlanReplica.cshtml:298,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js:55,AIS\Views\Engagement\eng_plan_list.cshtml:87; AIS\Views\Planning\Partials\_EngagementApprovalStep.cshtml:85,createSampleRecord,/ApiCalls/create_engagement_sample_data,POST,ApiCalls.create_engagement_sample_data,ENG_ID,ENG_ID,CreateSampleDataAfterEngagementApproval,pkg_sm.P_add_sample_data,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=Yes,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Engagement_eng_plan_list.js:71,AIS\Views\Engagement\eng_plan_list.cshtml:87; AIS\Views\Planning\Partials\_EngagementApprovalStep.cshtml:85,createExceptionRecord,/ApiCalls/create_engagement_Exception_data,POST,ApiCalls.create_engagement_Exception_data,ENG_ID,ENG_ID,CreateExceptionDataAfterEngagementApproval,pkg_sm.P_add_exception_data,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=Yes,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:1074,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,renderLegacyRefs,/ApiCalls/SaveParaReferences,POST,ApiCalls.SaveParaReferences,model,,SaveParaReferences,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:350,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadCircular,/ApiCalls/GetReferenceMasterDetail,GET,ApiCalls.GetReferenceMasterDetail,"searchText, sourceType, refId","searchText, sourceType",GetReferenceMasterDetail,PKG_FAD.P_GET_REFERENCE_MASTER_DETAIL,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | JS data is missing controller parameters: refid","Add the missing DBConnection hardening statements around the OracleCommand. | Add the missing JS data keys or update the controller signature if model binding is intentional. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:389,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadManualMaster,/ApiCalls/GetObservationManualMaster,GET,ApiCalls.GetObservationManualMaster,,,GetObservationManualMaster,PKG_FAD.P_GET_MANUAL_MASTER,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:424,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadSections,/ApiCalls/GetObservationManualSections,GET,ApiCalls.GetObservationManualSections,manualId,manualId,GetObservationManualSections,PKG_FAD.P_GET_MANUAL_SECTIONS,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:463,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadChapters,/ApiCalls/GetObservationManualChapters,GET,ApiCalls.GetObservationManualChapters,"manualId, sectionText","manualId, sectionText",GetObservationManualChapters,PKG_FAD.P_GET_MANUAL_CHAPTERS,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:505,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadManualGrid,/ApiCalls/GetObservationManualReferenceGrid,GET,ApiCalls.GetObservationManualReferenceGrid,"manualId, sectionText, chapterNo, sourceType","chapterNo, manualId, sectionText, sourceType",GetObservationManualReferenceGrid,PKG_FAD.P_GET_MANUAL_REFERENCE_GRID,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:551,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadExistingByRefId,/ApiCalls/GetReferenceDetailByRefId,GET,ApiCalls.GetReferenceDetailByRefId,refId,refId,GetReferenceDetailByRefId,PKG_FAD.P_GET_REFERENCE_DETAIL_BY_ID,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:808,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadLegacyManualMaster,/ApiCalls/GetManualMaster,GET,ApiCalls.GetManualMaster,,,GetManualMaster,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:825,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadLegacyManualSections,/ApiCalls/GetManualSections,GET,ApiCalls.GetManualSections,manualId,manualId,GetManualSections,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:842,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadLegacyManualChapters,/ApiCalls/GetManualChapters,GET,ApiCalls.GetManualChapters,"manualId, sectionName","manualId, sectionName",GetManualChapters,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:857,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,loadLegacyManualIndexGrid,/ApiCalls/GetManualIndexByChapter,GET,ApiCalls.GetManualIndexByChapter,"manualId, sectionName, chapterNo","chapterNo, manualId, sectionName",GetManualIndexByChapter,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:925,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,renderLegacyRefs,/ApiCalls/GetParaReferenceData,GET,ApiCalls.GetParaReferenceData,comId,comId,GetParaReferenceData,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\obsreference.js:932,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,renderLegacyRefs,/ApiCalls/SearchReferences,POST,ApiCalls.SearchReferences,"referenceType, keyword","keyword, referenceType",SearchReferences,PKG_FAD.P_SearchReferences,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=Yes,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\obsreference.js:968,AIS\Views\Execution\cau_observation.cshtml:345; AIS\Views\Execution\checklist_details.cshtml:401; AIS\Views\FieldAudit\_ManageObservationBranches.cshtml:438; AIS\Views\FieldAudit\_Observation.cshtml:314; AIS\Views\Shared\_Layout.cshtml:751,renderLegacyRefs,/ApiCalls/GetReferenceDetail,GET,ApiCalls.GetReferenceDetail,refId,refId,GetReferenceDetail,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_cau_observation.js:160,AIS\Views\Execution\cau_observation.cshtml:346,div_risksubcategoryShowHide,/ApiCalls/sub_checklist,POST,ApiCalls.sub_checklist,"T_ID, ENG_ID","T_ID, option",GetAuditChecklistSub,pkg_ar.p_GetAuditChecklistSub,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: eng_id | JS sends parameters not present in controller signature: option,Add the missing JS data keys or update the controller signature if model binding is intentional. | Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Execution_cau_observation.js:220,AIS\Views\Execution\cau_observation.cshtml:346,getAuditObservationTemplate,/Execution/audit_observation_template,POST,,,"ACTIVITY_ID, option",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Execution_draft_audit_report.js:189,AIS\Views\Execution\draft_audit_report.cshtml:214; AIS\Views\ManagementAudit\MA_Partials\_DraftAuditReport.cshtml:210,getReportSummary,/ApiCalls/draft_report_summary,POST,ApiCalls.draft_report_summary,ENG_ID,"ENG_ID, option",CreateAuditReport,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_draft_audit_report.js:189,AIS\Views\Execution\draft_audit_report.cshtml:214; AIS\Views\ManagementAudit\MA_Partials\_DraftAuditReport.cshtml:210,getReportSummary,/ApiCalls/draft_report_summary,POST,ApiCalls.draft_report_summary,ENG_ID,"ENG_ID, option",GetDraftReportSummary,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_draft_audit_report_branch.js:417,AIS\Views\Execution\draft_audit_report_branch.cshtml:398; AIS\Views\FAD\Draft_report_Checking.cshtml:434,getReportSummary,/ApiCalls/draft_report_summary,POST,ApiCalls.draft_report_summary,ENG_ID,"ENG_ID, option",CreateAuditReport,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_draft_audit_report_branch.js:417,AIS\Views\Execution\draft_audit_report_branch.cshtml:398; AIS\Views\FAD\Draft_report_Checking.cshtml:434,getReportSummary,/ApiCalls/draft_report_summary,POST,ApiCalls.draft_report_summary,ENG_ID,"ENG_ID, option",GetDraftReportSummary,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | JS sends parameters not present in controller signature: option,Remove unused JS data keys or add explicit controller parameters if expected. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_draft_audit_report_branch.js:781,AIS\Views\Execution\draft_audit_report_branch.cshtml:398; AIS\Views\FAD\Draft_report_Checking.cshtml:434,updateObservationDetails,/ApiCalls/update_audit_para_for_finalization,POST,ApiCalls.update_audit_para_for_finalization,"OBS_ID, ANNEX_ID, PROCESS_ID, SUB_PROCESS_ID, PROCESS_DETAIL_ID, RISK_ID, FINAL_PARA_NO, GIST_OF_PARA, TEXT_PARA, AMOUNT_INV, NO_INST, REFERENCE_ID","AMOUNT_INV, ANNEX_ID, GIST_OF_PARA, NO_INST, OBS_ID, PROCESS_DETAIL_ID, PROCESS_ID, REFERENCE_ID, RISK_ID, SUB_PROCESS_ID, TEXT_PARA",UpdateAuditParaForFinalization,pkg_hd.P_audit_para_update_svz_az,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: final_para_no,Add the missing JS data keys or update the controller signature if model binding is intentional.
AIS\wwwroot\js\csp\Views_Execution_engagement_plan.js:42,AIS\Views\Execution\engagement_plan.cshtml:300,ShowDepartmentAuditPeriods,/Planning/audit_periods,POST,,,"dept_code, option",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Execution_engagement_plan.js:120,AIS\Views\Execution\engagement_plan.cshtml:300,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Execution_engagement_plan.js:120,AIS\Views\Execution\engagement_plan.cshtml:300,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Execution_manage_draft_report_paras.js:21,AIS\Views\Execution\manage_draft_report_paras.cshtml:169,ViewObservation,/ApiCalls/get_observations_draft_text,POST,ApiCalls.get_observations_draft_text,"ENG_ID, OBS_ID",OBS_ID,GetManagedDraftObservationsText,pkg_ar.P_GetManagedDraftObservationsText,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: eng_id,Add the missing JS data keys or update the controller signature if model binding is intentional.
AIS\wwwroot\js\csp\Views_Execution_manage_draft_report_paras.js:37,AIS\Views\Execution\manage_draft_report_paras.cshtml:169,ViewObservationResponse,/ApiCalls/get_observations_draft_auditee_reply,POST,ApiCalls.get_observations_draft_auditee_reply,"ENG_ID, OBS_ID",OBS_ID,GetLatestAuditeeResponse,pkg_ar.P_GetLatestAuditeeResponse,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: eng_id,Add the missing JS data keys or update the controller signature if model binding is intentional.
AIS\wwwroot\js\csp\Views_Execution_manage_draft_report_paras_branch.js:39,AIS\Views\Execution\manage_draft_report_paras_branch.cshtml:292,ViewObservation,/ApiCalls/get_observations_draft_text,POST,ApiCalls.get_observations_draft_text,"ENG_ID, OBS_ID",OBS_ID,GetManagedDraftObservationsText,pkg_ar.P_GetManagedDraftObservationsText,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: eng_id,Add the missing JS data keys or update the controller signature if model binding is intentional.
AIS\wwwroot\js\csp\Views_Execution_manage_draft_report_paras_branch.js:58,AIS\Views\Execution\manage_draft_report_paras_branch.cshtml:292,ViewObservationResponse,/ApiCalls/get_observations_draft_auditee_reply,POST,ApiCalls.get_observations_draft_auditee_reply,"ENG_ID, OBS_ID",OBS_ID,GetLatestAuditeeResponse,pkg_ar.P_GetLatestAuditeeResponse,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,JS data is missing controller parameters: eng_id,Add the missing JS data keys or update the controller signature if model binding is intentional.
AIS\wwwroot\js\csp\Views_Execution_manage_dsa.js:322,AIS\Views\Execution\manage_dsa.cshtml:160,addResponsibilityToMainTable,/ApiCalls/add_responsible_to_observation,POST,ApiCalls.add_responsible_to_observation,model,"ACCOUNT_NUMBER, ACC_AMOUNT, ACTION, EMP_NAME, INDICATOR, LC_AMOUNT, LOAN_CASE, NEW_PARA_ID, OLD_PARA_ID, PP_NO, REMARKS",AddResponsiblePersonsToObservation,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Execution_manage_legacy_paras.js:128,AIS\Views\Execution\manage_legacy_paras.cshtml:123,publishResponseChanges,/ApiCalls/add_legacy_para_reply,POST,ApiCalls.add_legacy_para_reply,"ID, REPLY","ID, REPLY",AddOldParasReply,pkg_ae.P_AddOldParasReply,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ae.P_AddOldParasReply,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
